Date,Close,EMA12,EMA26,macd,signal,scaled_macd,scaled_signal,adx,delta,Entry/Exit,Position,Entry/Exit Position,Portfolio Holdings,Portfolio Cash,Portfolio MACD Total,Portfolio Daily Returns,Portfolio Cumulative Returns
2023-02-03,211.0,197.55134618005582,188.5070229562953,9.044323223760529,7.053386281134683,28.74166406722792,23.691711509106376,,1.0,0.0,211.0,0.0,44521.0,62359.71012878418,106880.71012878418,-0.011879821745198194,0.06880710128784218
2023-02-06,210.88999938964844,199.64137256169374,190.47543913801766,9.16593342367608,7.477900420988513,29.127016696908637,25.117617610386205,,1.0,0.0,211.0,0.0,44497.78987121582,62359.71012878418,106857.5,-0.0002171591932371708,0.06857500000000027
2023-02-07,221.72999572753906,203.09261407975018,193.1864471946075,9.906166885142682,7.965395417846329,31.472633356957715,26.755070936681285,,1.0,0.0,211.0,0.0,46785.02909851074,62359.71012878418,109144.73922729492,0.02140457363586945,0.09144739227294951
2023-02-08,222.0500030517578,206.04752626634408,195.65874776730396,10.388778499040114,8.451541319917872,33.001910133568366,28.387992770839,,1.0,0.0,211.0,0.0,46852.5506439209,62359.71012878418,109212.26077270508,0.0006186422349641063,0.09212260772705094
2023-02-09,223.3699951171875,208.74214448716296,198.00517444664075,10.736970040522209,8.909734908157148,34.105242964497705,29.92702521216743,,1.0,0.0,211.0,0.0,47131.06896972656,62359.71012878418,109490.77909851074,0.0025502477820262826,0.09490779098510771
2023-02-10,212.64999389648438,209.3489970963586,199.23220563817898,10.11679145817962,9.151614080524364,32.1400505074231,30.739476330449815,,1.0,0.0,211.0,0.0,44869.1487121582,62359.71012878418,107228.85884094238,-0.020658545643677195,0.07228858840942398
2023-02-13,217.8800048828125,210.67187220042905,200.77960235108765,9.892269849341403,9.29997481139903,31.428597089485837,31.237807131438828,,1.0,0.0,211.0,0.0,45972.68103027344,62359.71012878418,108332.39115905762,0.010291374262894726,0.0833239115905764
2023-02-14,229.7100067138672,213.62045378537132,203.1590593570151,10.461394428356215,9.532546644775014,33.23201204391882,32.01899570694973,,1.0,0.0,211.0,0.0,48468.81141662598,62359.71012878418,110828.52154541016,0.02304140395726728,0.10828521545410186
2023-02-15,227.63999938964844,215.7895306999531,205.15623448626545,10.633296213687657,9.752914800608334,33.776726262547534,32.759193190215456,,1.0,0.0,211.0,0.0,48032.03987121582,62359.71012878418,110391.75,-0.003940966994052997,0.10391750000000033
2023-02-16,220.02000427246094,216.44349117604577,206.35979814869086,10.083693027354911,9.819122901419357,32.03516977072943,32.98158044669905,,0.0,-1.0,0.0,-211.0,0.0,108783.93103027344,108783.93103027344,-0.01456466601649642,0.08783931030273462
2023-02-17,213.8800048828125,216.0475109463939,206.96455947355616,9.082951472837749,9.671795235701095,28.86406742954626,32.48671962178679,,0.0,0.0,0.0,0.0,0.0,108783.93103027344,108783.93103027344,0.0,0.08783931030273462
2023-02-21,206.5500030517578,214.58135025402018,206.9314317669932,7.64991848702698,9.267214739282624,24.32314051811229,31.12776889637501,,0.0,0.0,0.0,0.0,0.0,108783.93103027344,108783.93103027344,0.0,0.08783931030273462
2023-02-22,207.5399932861328,213.4949260380778,206.97978043831557,6.515145599762235,8.716577546396763,20.72732605105679,29.278226421304822,,0.0,0.0,0.0,0.0,0.0,108783.93103027344,108783.93103027344,0.0,0.08783931030273462
2023-02-23,236.63999938964844,217.06443192839114,209.3236153637324,7.740816564658758,8.521361998982064,24.611174032345893,28.62251436370611,,0.0,0.0,0.0,0.0,0.0,108783.93103027344,108783.93103027344,0.0,0.08783931030273462
2023-02-24,232.86000061035156,219.4995561219502,211.17436856296735,8.325187558982861,8.482116922377825,26.46290110399207,28.49069356217887,,0.0,0.0,0.0,0.0,0.0,108783.93103027344,108783.93103027344,0.0,0.08783931030273462
2023-02-27,235.00999450683594,221.88996097297186,213.04014491370114,8.849816059270722,8.555672026553859,28.125318996009085,28.737758764438077,,0.0,0.0,0.0,0.0,0.0,108783.93103027344,108783.93103027344,0.0,0.08783931030273462
2023-02-28,232.16000366210938,223.47231083298644,214.53052249566983,8.94178833731661,8.632908121753912,28.416756385531677,28.997188095632335,,0.0,0.0,0.0,0.0,0.0,108783.93103027344,108783.93103027344,0.0,0.08783931030273462
2023-03-01,226.97999572753906,224.01263171966423,215.4972028992085,8.515428820455725,8.609409137943558,27.06572858419729,28.91825705130812,57.636941763622666,0.0,0.0,0.0,0.0,0.0,108783.93103027344,108783.93103027344,0.0,0.08783931030273462
2023-03-02,233.13999938964844,225.4183325740626,216.8622570044926,8.556075569569998,8.598741289868663,27.19452807363185,28.882424676766348,56.620985972616225,0.0,0.0,0.0,0.0,0.0,108783.93103027344,108783.93103027344,0.0,0.08783931030273462
2023-03-03,238.89999389648438,227.49429679694518,218.56175096952765,8.932545827417528,8.665507877251532,28.38746915882755,29.106687841106755,55.814441722335985,0.0,0.0,0.0,0.0,0.0,108783.93103027344,108783.93103027344,0.0,0.08783931030273462
2023-03-06,235.5399932861328,228.73303663256013,219.86709698712278,8.86593964543735,8.705596959210235,28.176410650603096,29.241343583267206,55.15065401709376,0.0,0.0,0.0,0.0,0.0,108783.93103027344,108783.93103027344,0.0,0.08783931030273462
2023-03-07,232.8800048828125,229.3714418265373,220.86477152054263,8.506670305994675,8.665809462329744,27.037975019266014,29.107700839173734,54.34205784877488,0.0,0.0,0.0,0.0,0.0,108783.93103027344,108783.93103027344,0.0,0.08783931030273462
2023-03-08,241.80999755859375,231.28610645449407,222.4664468373022,8.819659617191888,8.696580833584418,28.02976069362193,29.21105920088083,53.598152014125866,0.0,0.0,0.0,0.0,0.0,108783.93103027344,108783.93103027344,0.0,0.08783931030273462
2023-03-09,234.36000061035156,231.7592308405649,223.37376980648276,8.385461034082141,8.634354705419856,26.653892831212577,29.002047044443774,52.97487515276563,0.0,0.0,0.0,0.0,0.0,108783.93103027344,108783.93103027344,0.0,0.08783931030273462
2023-03-10,229.64999389648438,231.4346065211459,223.85150664073407,7.583099880411822,8.424097879313369,24.111408888786517,28.29581263895565,51.89011661820997,0.0,0.0,0.0,0.0,0.0,108783.93103027344,108783.93103027344,0.0,0.08783931030273462
2023-03-13,229.66000366210938,231.161500767873,224.29273871555716,6.868762052315844,8.113023776729564,21.847849082714717,27.25094176380147,50.55904590883504,0.0,0.0,0.0,0.0,0.0,108783.93103027344,108783.93103027344,0.0,0.08783931030273462
2023-03-14,240.6300048828125,232.6185996902291,225.53142982945482,7.0871698607742815,7.907849333104117,22.53992938017913,26.56177863935772,49.644909006187405,0.0,0.0,0.0,0.0,0.0,108783.93103027344,108783.93103027344,0.0,0.08783931030273462
2023-03-15,242.27999877929688,234.10531928705822,226.79909269619276,7.306226590865464,7.7875230673025335,23.23406594971454,26.15761317007612,48.706348607193995,0.0,0.0,0.0,0.0,0.0,108783.93103027344,108783.93103027344,0.0,0.08783931030273462
2023-03-16,255.41000366210938,237.38361701691767,228.96110155006784,8.42251546684983,7.91452299729485,26.771309159105076,26.584194897366782,48.253273017967125,1.0,1.0,211.0,211.0,53891.51077270508,54892.42025756836,108783.93103027344,0.0,0.08783931030273462
2023-03-17,257.25,240.44049962300736,231.09559298159627,9.344906641411086,8.200602339277015,29.694138534916448,27.54511054395265,48.0546310190691,1.0,0.0,211.0,0.0,54279.75,54892.42025756836,109172.17025756836,0.0035689023518268304,0.0917217025756838
2023-03-20,259.0,243.29621525067358,233.1981732718736,10.098041978799984,8.580093040313013,32.08063804704474,28.819786827226768,47.498708860358974,1.0,0.0,211.0,0.0,54649.0,54892.42025756836,109541.42025756836,0.003382272232280714,0.09541420257568367
2023-03-21,261.989990234375,246.17252824906964,235.36485614379944,10.8076721052702,9.025611457808038,34.32928031163976,30.316244471623317,47.08206433873745,1.0,0.0,211.0,0.0,55279.887939453125,54892.42025756836,110172.30819702148,0.005759355118545084,0.10172308197021485
2023-03-22,264.67999267578125,249.02012166850798,237.56832194430982,11.451799724198167,9.510851380458677,36.370361339187106,31.946123199644806,47.014698484655206,1.0,0.0,211.0,0.0,55847.478454589844,54892.42025756836,110739.8987121582,0.005151843729385153,0.10739898712158191
2023-03-23,271.9100036621094,252.54194671588553,240.14679455355417,12.395152162331357,10.087713695131368,39.35961177215063,33.88375357957377,46.95070092327707,1.0,0.0,211.0,0.0,57373.01077270508,54892.42025756836,112265.43103027344,0.013775814641843631,0.12265431030273422
2023-03-24,267.7900085449219,254.88797415099862,242.22023515337642,12.667738997622195,10.603720300117466,40.22337199841958,35.61697491963022,46.65381193455153,1.0,0.0,211.0,0.0,56503.691802978516,54892.42025756836,111396.11206054688,-0.0077434252177960294,0.1139611206054687
2023-03-27,265.30999755859375,256.4914617081794,243.95051940823694,12.54094229994243,10.991165627829703,39.82158464078297,36.918370102573874,46.37176739526227,1.0,0.0,211.0,0.0,55980.40948486328,54892.42025756836,110872.82974243164,-0.004697491756541883,0.10872829742431644
2023-03-28,264.1000061035156,257.6620683648952,245.45916507612583,12.202903288769392,11.233513624264171,38.75042266604189,37.732395960152694,45.735052174015564,1.0,0.0,211.0,0.0,55725.1012878418,54892.42025756836,110617.52154541016,-0.0023027120135257206,0.10617521545410158
2023-03-29,269.8399963378906,259.5356788526765,247.28316614566577,12.252512707010709,11.437313753136268,38.90762263602383,38.41694288078153,45.31917645657398,1.0,0.0,211.0,0.0,56936.23922729492,54892.42025756836,111828.65948486328,0.010948879730196648,0.11828659484863291
2023-03-30,273.8299865722656,261.7348856593023,249.26774489058266,12.467140768719617,11.643279408766096,39.58772585138107,39.10876361758383,45.05791653113663,1.0,0.0,211.0,0.0,57778.12716674805,54892.42025756836,112670.5474243164,0.007528373704301483,0.12670547424316414
2023-03-31,277.7699890136719,264.2019029854247,251.39705096796172,12.804852017462963,11.875594158359112,40.65784922809107,39.889088671010875,44.91330562616825,1.0,0.0,211.0,0.0,58609.467681884766,54892.42025756836,113501.88793945312,0.00737850781895899,0.13501887939453128
2023-04-03,279.6499938964844,266.578596224031,253.50639835678362,13.072197867247382,12.114915087916993,41.50500206823271,40.692946874033375,44.82716322476332,1.0,0.0,211.0,0.0,59006.1487121582,54892.42025756836,113898.56896972656,0.0034949289168215714,0.13898568969726566
2023-04-04,274.5299987792969,267.8019167410259,255.075089294089,12.72682744693688,12.237297636541742,40.41060867217706,41.10401921860662,44.72207702306879,0.0,-1.0,0.0,-211.0,0.0,112818.25,112818.25,-0.00948492136028245,0.1281825000000001
2023-04-05,268.80999755859375,267.9570090815622,256.09937447568944,11.85763460587276,12.161364992276992,37.656351650674694,40.848968065821225,43.92948252155996,0.0,0.0,0.0,0.0,0.0,112818.25,112818.25,0.0,0.1281825000000001
2023-04-06,270.3699951171875,268.3282437461498,257.16307740237363,11.16516634377615,11.962125182535317,35.46209108737764,40.17973886081451,43.20889546206133,0.0,0.0,0.0,0.0,0.0,112818.25,112818.25,0.0,0.1281825000000001
2023-04-10,275.7900085449219,269.4762233752635,258.55084705515753,10.925376320105954,11.754775343409776,34.70225584118382,39.48326877194938,42.73390388482096,0.0,0.0,0.0,0.0,0.0,112818.25,112818.25,0.0,0.1281825000000001
2023-04-11,271.69000244140625,269.8168087399643,259.52933868081243,10.287470059151872,11.461314211106378,32.68088875750867,38.49755833322529,42.34623175746882,0.0,0.0,0.0,0.0,0.0,112818.25,112818.25,0.0,0.1281825000000001
2023-04-12,264.95001220703125,269.06806342703186,259.932863622045,9.135199804986883,10.996091234191663,29.029629464672276,36.93491478625965,41.47227694265639,0.0,0.0,0.0,0.0,0.0,112818.25,112818.25,0.0,0.1281825000000001
2023-04-13,264.6300048828125,268.385279491274,260.28239893703994,8.102880554234048,10.417449002984299,25.758465218384714,34.991305821383115,40.55677557000515,0.0,0.0,0.0,0.0,0.0,112818.25,112818.25,0.0,0.1281825000000001
2023-04-14,267.5799865722656,268.26138739808954,260.8252603194038,7.436127078685729,9.821184539632112,23.645688450237593,32.98850531027888,39.607034807783194,0.0,0.0,0.0,0.0,0.0,112818.25,112818.25,0.0,0.1281825000000001
2023-04-17,270.0199890136719,268.5319431094172,261.50903297911464,7.022910130302591,9.261529598827662,22.336306196128486,31.108673003681886,38.7643920541257,0.0,0.0,0.0,0.0,0.0,112818.25,112818.25,0.0,0.1281825000000001
2023-04-18,276.6700134277344,269.7839602577345,262.6361615449191,7.1477987128154155,8.838783386008915,22.732047208986238,29.68870521566251,38.448874618218596,0.0,0.0,0.0,0.0,0.0,112818.25,112818.25,0.0,0.1281825000000001
2023-04-19,279.30999755859375,271.24951072763383,263.8754273463481,7.374083381285743,8.545843365320161,23.449087326608144,28.70474514556223,38.051478761444706,0.0,0.0,0.0,0.0,0.0,112818.25,112818.25,0.0,0.1281825000000001
2023-04-20,271.0400085449219,271.2172795059265,264.40779447328816,6.809485032638349,8.198571680058945,21.660014876141414,27.538289736123584,37.49124314385134,0.0,0.0,0.0,0.0,0.0,112818.25,112818.25,0.0,0.1281825000000001
2023-04-21,271.19000244140625,271.213083021608,264.91163264673656,6.301450374871422,7.819147402654629,20.05017876473482,26.26383656405541,36.742655611080934,0.0,0.0,0.0,0.0,0.0,112818.25,112818.25,0.0,0.1281825000000001
2023-04-24,270.4200134277344,271.0910719986321,265.320752850514,5.770319148118119,7.409381737606834,18.367155341723755,24.887469307860314,36.120959274035314,0.0,0.0,0.0,0.0,0.0,112818.25,112818.25,0.0,0.1281825000000001
2023-04-25,262.4100036621094,269.7555200948542,265.10460761322514,4.650912481629064,6.8576878711806755,14.820032625757213,23.034377558203676,35.182726012720586,0.0,0.0,0.0,0.0,0.0,112818.25,112818.25,0.0,0.1281825000000001
2023-04-26,269.55999755859375,269.72543964884136,265.43539345335495,4.290046195486411,6.344159524700247,13.676536665510847,21.309480473082523,34.33618567401176,0.0,0.0,0.0,0.0,0.0,112818.25,112818.25,0.0,0.1281825000000001
2023-04-27,272.260009765625,270.1153741252253,265.9419939965474,4.173380128677877,5.910003637824903,13.306850770163297,19.851188581520873,33.62261252105201,0.0,0.0,0.0,0.0,0.0,112818.25,112818.25,0.0,0.1281825000000001
2023-04-28,277.489990234375,271.24993195708936,266.79908264338115,4.450849313708204,5.618172768876599,14.186081954562734,18.870954055720482,33.08808668668966,0.0,0.0,0.0,0.0,0.0,112818.25,112818.25,0.0,0.1281825000000001
2023-05-01,289.1000061035156,273.99610029764034,268.4540091889958,5.542091108644513,5.602956436658118,17.643957162302108,18.819843718248794,33.186377097561476,0.0,0.0,0.0,0.0,0.0,112818.25,112818.25,0.0,0.1281825000000001
2023-05-02,282.1000061035156,275.24285622298225,269.46652683897537,5.7763293840068854,5.6376310264415475,18.386200291952814,18.93631265176557,33.27975298788971,0.0,0.0,0.0,0.0,0.0,112818.25,112818.25,0.0,0.1281825000000001
2023-05-03,278.0199890136719,275.67010776544623,270.1011049315567,5.569002833889556,5.623905387831816,17.729233759985725,18.890209424569612,32.857215581155074,0.0,0.0,0.0,0.0,0.0,112818.25,112818.25,0.0,0.1281825000000001
2023-05-04,275.6199951171875,275.6623981220018,270.51050198362447,5.15189613837731,5.5295035373943655,16.407525859787427,18.57312181340732,32.27248263888377,0.0,0.0,0.0,0.0,0.0,112818.25,112818.25,0.0,0.1281825000000001
2023-05-05,286.79998779296875,277.3758744434595,271.7187438463932,5.6571305970663275,5.555028949446984,18.008488833257797,18.65885945408059,32.13746091177484,0.0,0.0,0.0,0.0,0.0,112818.25,112818.25,0.0,0.1281825000000001
2023-05-08,291.510009765625,279.5503578610628,273.1865782671005,6.363779593962306,5.716779078949389,20.24768463594708,19.202164081388638,32.203090764965715,1.0,1.0,211.0,211.0,61508.612060546875,51309.637939453125,112818.25,0.0,0.1281825000000001
2023-05-09,285.7099914550781,280.49799418960924,274.1153016565685,6.382692533040768,5.849961770162456,20.307615059661025,19.649513166276524,32.265439125497046,1.0,0.0,211.0,0.0,60284.808197021484,51309.637939453125,111594.44613647461,-0.010847569994441364,0.11594446136474623
2023-05-10,288.8500061035156,281.78291954805053,275.2079193663927,6.575000181657856,5.994969452805411,20.91699040937488,20.13658136966837,32.38469062608373,1.0,0.0,211.0,0.0,60947.3512878418,51309.637939453125,112256.98922729492,0.00593706150940565,0.12256989227294923
2023-05-11,285.7799987792969,282.3978549960604,275.991805694242,6.4060493018184275,6.077185422763989,20.38162688001463,20.412737667376003,32.30722922021593,0.0,-1.0,0.0,-211.0,0.0,111609.21768188477,111609.21768188477,-0.005770433982498546,0.11609217681884765
2023-05-12,283.3999938964844,282.55203025004954,276.54105950319365,6.0109707468558895,6.06394248756227,19.129720706099988,20.36825579897584,32.05705033646619,0.0,0.0,0.0,0.0,0.0,111609.21768188477,111609.21768188477,0.0,0.11609217681884765
2023-05-15,289.5299987792969,283.6255640970009,277.5040134050529,6.121550691948016,6.075464128453409,19.48012118780951,20.40695598938431,31.914431708222775,0.0,0.0,0.0,0.0,0.0,111609.21768188477,111609.21768188477,0.0,0.11609217681884765
2023-05-16,292.1300048828125,284.93393983667454,278.58826491674205,6.345674919932492,6.1295062868017185,20.190315404157758,20.58847890247672,32.189562123862636,0.0,0.0,0.0,0.0,0.0,111609.21768188477,111609.21768188477,0.0,0.11609217681884765
2023-05-17,301.7799987792969,287.52564160494694,280.3074112948407,7.218230310106264,6.347251091631829,22.955227511686914,21.31986477771788,32.584499945360385,1.0,1.0,211.0,211.0,63675.57974243164,47933.637939453125,111609.21768188477,0.0,0.11609217681884765
2023-05-18,316.7799987792969,292.02631251618084,283.0108902275742,9.015422288606658,6.880885331358531,28.65008415559625,23.112295810851723,33.50483552552304,1.0,0.0,211.0,0.0,66840.57974243164,47933.637939453125,114774.21768188477,0.028357872814959384,0.1477421768188476
2023-05-19,312.6400146484375,295.1976516496164,285.20699841431684,9.990653235299533,7.502838912456043,31.74034969347946,25.201383835823382,34.37915432667757,1.0,0.0,211.0,0.0,65967.04309082031,47933.637939453125,113900.68103027344,-0.0076109135767100655,0.1390068103027342
2023-05-22,311.760009765625,297.74570697815983,287.1750151455693,10.570691832590512,8.116409496727051,33.57834847102946,27.262314103020387,34.995471562187205,1.0,0.0,211.0,0.0,65781.36206054688,47933.637939453125,113715.0,-0.0016302012296491863,0.13714999999999988
2023-05-23,306.8800048828125,299.1509836879685,288.6354183782697,10.515565309698786,8.596240659474121,33.403666161681784,28.87402527660067,35.53575081399136,1.0,0.0,211.0,0.0,64751.68103027344,47933.637939453125,112685.31896972656,-0.009054927056882933,0.12685318969726556
2023-05-24,305.3800048828125,300.10929470397065,289.8763673786093,10.232927325361345,8.923577992734916,32.508056331357324,29.973522930162805,35.330935527269965,1.0,0.0,211.0,0.0,64435.18103027344,47933.637939453125,112368.81896972656,-0.002808706607868139,0.12368818969726547
2023-05-25,379.79998779296875,312.36940201448715,296.5404057352895,15.828996279197668,10.304661650308798,50.24061403402491,34.61246290608571,36.943690820543246,1.0,0.0,211.0,0.0,80137.7974243164,47933.637939453125,128071.43536376953,0.13974175877271988,0.28071435363769504
2023-05-26,389.4599914550781,324.22949325544494,303.4262364022424,20.803256853202527,12.40438069122972,66.00281485468791,41.665236678128906,38.47580834915287,1.0,0.0,211.0,0.0,82176.05819702148,47933.637939453125,130109.69613647461,0.015915030286930643,0.30109696136474584
2023-05-30,401.1099853515625,336.057261740922,310.66489086366647,25.39237087725553,15.001978728773532,80.5445815675255,50.39034272920551,40.18114634619579,1.0,0.0,211.0,0.0,84634.20690917969,47933.637939453125,132567.8448486328,0.018892894112824576,0.32567844848632777
2023-05-31,378.3399963378906,342.56229805180715,315.67967133338556,26.88262671842159,17.378108326950965,85.26683354712245,58.37155554025439,40.8445744054422,1.0,0.0,211.0,0.0,79829.73922729492,47933.637939453125,127763.37716674805,-0.03624157643484771,0.27763377166748016
2023-06-01,397.70001220703125,351.0450235481511,321.75728291646925,29.287740631681856,19.760034788095883,92.88804436496608,66.37223951020617,41.47483106172629,1.0,0.0,211.0,0.0,83914.7025756836,47933.637939453125,131848.34051513672,0.03197288173634649,0.31848340515136675
2023-06-02,393.2699890136719,357.54117223792406,327.0561598224172,30.485012415506844,21.905030313721255,96.68190236914559,73.57709305939603,42.1325312844289,1.0,0.0,211.0,0.0,82979.96768188477,47933.637939453125,130913.60562133789,-0.0070894702970608625,0.3091360562133785
2023-06-05,391.7099914550781,362.797913763185,331.8467048921479,30.951208871037124,23.714266025281038,98.15916357101169,79.65415857399758,42.59982931190292,1.0,0.0,211.0,0.0,82650.80819702148,47933.637939453125,130584.44613647461,-0.002514326019064539,0.30584446136474575
2023-06-06,386.5400085449219,366.450543792656,335.8991356323899,30.551408160266078,25.081694452336464,96.892294053892,84.24723181738395,42.79362063582543,1.0,0.0,211.0,0.0,81559.94180297852,47933.637939453125,129493.57974243164,-0.008353723788075751,0.2949357974243161
2023-06-07,374.75,367.7273832278198,338.7776844188204,28.949698808999415,25.855295323695493,91.81687348124744,86.84568991069045,42.633918948419236,1.0,0.0,211.0,0.0,79072.25,47933.637939453125,127005.88793945312,-0.019210927738090522,0.2700588793945309
2023-06-08,385.1000061035156,370.40009447249696,342.20974799411886,28.190346478378103,26.322305554644785,89.41067385603257,88.41433668862814,42.48220234538336,1.0,0.0,211.0,0.0,81256.1012878418,47933.637939453125,129189.73922729492,0.017194882247371757,0.29189739227294886
2023-06-09,387.70001220703125,373.0616203056428,345.5801068758564,27.48151342978639,26.554147129678178,87.16455733398838,89.19307238983298,42.49721293878114,0.0,-1.0,0.0,-211.0,0.0,129738.34051513672,129738.34051513672,0.004246477244424174,0.29738340515136685
2023-06-12,394.82000732421875,376.40906449196706,349.22821817371135,27.180846318255703,26.67948696739587,86.21181766110475,89.61407801145165,42.51147300250903,0.0,0.0,0.0,0.0,0.0,129738.34051513672,129738.34051513672,0.0,0.29738340515136685
2023-06-13,410.2200012207031,381.6107471045653,353.74694377579976,27.863803328765528,26.91635023967312,88.37593942179258,90.4096811572633,42.804572824890656,0.0,0.0,0.0,0.0,0.0,129738.34051513672,129738.34051513672,0.0,0.29738340515136685
2023-06-14,429.9700012207031,389.05063240033655,359.3940401113809,29.656592288955665,27.464398649535767,94.05684399025456,92.25052813514944,43.36847179374067,1.0,1.0,211.0,211.0,90723.67025756836,39014.67025756836,129738.34051513672,0.0,0.29738340515136685
2023-06-15,426.5299987792969,394.8166887972407,364.3678438914186,30.448844905822114,28.061287900798387,96.56729648102362,94.25542725454456,43.944139597534516,1.0,0.0,211.0,0.0,89997.82974243164,39014.67025756836,129012.5,-0.005594649293760856,0.29012499999999974
2023-06-16,426.9200134277344,399.7556618397199,369.00200203953995,30.753659800179946,28.59976228067856,97.53317945126959,96.06411589779773,44.55116397942065,1.0,0.0,211.0,0.0,90080.12283325195,39014.67025756836,129094.79309082031,0.0006378691275674697,0.2909479309082028
